"Year","CUMSUM_GDD_DAY_1","CUMSUM_GDD_DAY_2","CUMSUM_GDD_DAY_3","CUMSUM_GDD_DAY_4","CUMSUM_GDD_DAY_5","CUMSUM_GDD_DAY_6","CUMSUM_GDD_DAY_7","CUMSUM_GDD_DAY_8","CUMSUM_GDD_DAY_9","CUMSUM_GDD_DAY_10","CUMSUM_GDD_DAY_11","CUMSUM_GDD_DAY_12","CUMSUM_GDD_DAY_13","CUMSUM_GDD_DAY_14","CUMSUM_GDD_DAY_15","CUMSUM_GDD_DAY_16","CUMSUM_GDD_DAY_17","CUMSUM_GDD_DAY_18","CUMSUM_GDD_DAY_19","CUMSUM_GDD_DAY_20","CUMSUM_GDD_DAY_21","CUMSUM_GDD_DAY_22","CUMSUM_GDD_DAY_23","CUMSUM_GDD_DAY_24","CUMSUM_GDD_DAY_25","CUMSUM_GDD_DAY_26","CUMSUM_GDD_DAY_27","CUMSUM_GDD_DAY_28","CUMSUM_GDD_DAY_29","CUMSUM_GDD_DAY_30","CUMSUM_GDD_DAY_31","CUMSUM_GDD_DAY_32","CUMSUM_GDD_DAY_33","CUMSUM_GDD_DAY_34","CUMSUM_GDD_DAY_35","CUMSUM_GDD_DAY_36","CUMSUM_GDD_DAY_37","CUMSUM_GDD_DAY_38","CUMSUM_GDD_DAY_39","CUMSUM_GDD_DAY_40","CUMSUM_GDD_DAY_41","CUMSUM_GDD_DAY_42","CUMSUM_GDD_DAY_43","CUMSUM_GDD_DAY_44","CUMSUM_GDD_DAY_45","CUMSUM_GDD_DAY_46","CUMSUM_GDD_DAY_47","CUMSUM_GDD_DAY_48","CUMSUM_GDD_DAY_49","CUMSUM_GDD_DAY_50","CUMSUM_GDD_DAY_51","CUMSUM_GDD_DAY_52","CUMSUM_GDD_DAY_53","CUMSUM_GDD_DAY_54","CUMSUM_GDD_DAY_55","CUMSUM_GDD_DAY_56","CUMSUM_GDD_DAY_57","CUMSUM_GDD_DAY_58","CUMSUM_GDD_DAY_59","CUMSUM_GDD_DAY_60","CUMSUM_GDD_DAY_61","CUMSUM_GDD_DAY_62","CUMSUM_GDD_DAY_63","CUMSUM_GDD_DAY_64","CUMSUM_GDD_DAY_65","CUMSUM_GDD_DAY_66","CUMSUM_GDD_DAY_67","CUMSUM_GDD_DAY_68","CUMSUM_GDD_DAY_69","CUMSUM_GDD_DAY_70","CUMSUM_GDD_DAY_71","CUMSUM_GDD_DAY_72","CUMSUM_GDD_DAY_73","CUMSUM_GDD_DAY_74","CUMSUM_GDD_DAY_75","CUMSUM_GDD_DAY_76","CUMSUM_GDD_DAY_77","CUMSUM_GDD_DAY_78","CUMSUM_GDD_DAY_79","CUMSUM_GDD_DAY_80","CUMSUM_GDD_DAY_81","CUMSUM_GDD_DAY_82","CUMSUM_GDD_DAY_83","CUMSUM_GDD_DAY_84","CUMSUM_GDD_DAY_85","CUMSUM_GDD_DAY_86","CUMSUM_GDD_DAY_87","CUMSUM_GDD_DAY_88","CUMSUM_GDD_DAY_89","CUMSUM_GDD_DAY_90","CUMSUM_GDD_DAY_91","CUMSUM_GDD_DAY_92","CUMSUM_GDD_DAY_93","CUMSUM_GDD_DAY_94","CUMSUM_GDD_DAY_95","CUMSUM_GDD_DAY_96","CUMSUM_GDD_DAY_97","CUMSUM_GDD_DAY_98","CUMSUM_GDD_DAY_99","CUMSUM_GDD_DAY_100","CUMSUM_GDD_DAY_101","CUMSUM_GDD_DAY_102","CUMSUM_GDD_DAY_103","CUMSUM_GDD_DAY_104","CUMSUM_GDD_DAY_105","CUMSUM_GDD_DAY_106","CUMSUM_GDD_DAY_107","CUMSUM_GDD_DAY_108","CUMSUM_GDD_DAY_109","CUMSUM_GDD_DAY_110","CUMSUM_GDD_DAY_111","CUMSUM_GDD_DAY_112","CUMSUM_GDD_DAY_113","CUMSUM_GDD_DAY_114","CUMSUM_GDD_DAY_115","CUMSUM_GDD_DAY_116","CUMSUM_GDD_DAY_117","CUMSUM_GDD_DAY_118","CUMSUM_GDD_DAY_119","CUMSUM_GDD_DAY_120","CUMSUM_GDD_DAY_121","CUMSUM_GDD_DAY_122","CUMSUM_GDD_DAY_123","CUMSUM_GDD_DAY_124","CUMSUM_GDD_DAY_125","CUMSUM_GDD_DAY_126","CUMSUM_GDD_DAY_127","CUMSUM_GDD_DAY_128","CUMSUM_GDD_DAY_129","CUMSUM_GDD_DAY_130","CUMSUM_GDD_DAY_131","CUMSUM_GDD_DAY_132","CUMSUM_GDD_DAY_133","CUMSUM_GDD_DAY_134","CUMSUM_GDD_DAY_135","CUMSUM_GDD_DAY_136","Chilling_Hours","Utah_Model","Chill_Portions","GDH","last_year_bloom_doy","avg_last_5","sd_last_5","avg_last_10","sd_last_10","ACC_TMAX_Fall","ACC_TMAX_Winter","ACC_TMAX_Spring","ACC_TMIN_Fall","ACC_TMIN_Winter","ACC_TMIN_Spring","ACC_TAVG_Fall","ACC_TAVG_Winter","ACC_TAVG_Spring","ACC_PRCP_Fall","ACC_PRCP_Winter","ACC_PRCP_Spring","AVG_TMAX_Fall","AVG_TMAX_Winter","AVG_TMAX_Spring","AVG_TMIN_Fall","AVG_TMIN_Winter","AVG_TMIN_Spring","AVG_TAVG_Fall","AVG_TAVG_Winter","AVG_TAVG_Spring","AVG_PRCP_Fall","AVG_PRCP_Winter","AVG_PRCP_Spring","bloom_doy"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,5.8,5.8,5.8,5.8,5.8,10.65,10.65,10.65,15,15,15,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,17.25,18.8,22.85,22.85,22.85,25.25,25.25,25.25,25.25,25.25,25.25,28.45,36.4,42.95,49.5,58.3,68.2,75.85,84.6,91.15,91.15,91.15,91.15,91.15,91.15,97.7,106.75,106.75,106.75,106.75,106.75,106.75,108.85,114.05,122,131.3,137.05,139.4,145.95,151.15,153.25,155.35,155.35,157.45,162.05,172.25,180.75,182.9,182.9,183.65,187.4,195.35,200.5,204.85,213.9,225.15,230.3,231.85,235.65,238.6,239.05,241.15,250.75,266.75,279.15,290.15,297.3,305.25,312.1,322,334.65,352.05,367.45,385.95,401.4,410.7,424.2,437.45,446.5,457.75,476.5,488.6,497.4,510.35,526.6,543.7,558.85,572.65,579.45,589.1,600.1,615.25,632.65,641.7,648.55,656.5,666.95,783,867.5,41.6163931977026,3171.83488173524,92,96.2,3.42052627529741,90.9,7.4899933244296,1719.2,649.9,1622.9,912.6,-76,677.7,1315.9,286.95,1150.3,3915,3181,2981,18.8923076923077,7.14175824175824,17.6402173913043,10.0285714285714,-0.835164835164835,7.36630434782609,14.4604395604396,3.1532967032967,12.5032608695652,43.021978021978,34.956043956044,32.4021739130435,95
1997,0,3.25,13.15,25.55,37.1,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,44.1,45.4,51.15,51.15,54.95,54.95,54.95,56.25,56.25,56.25,56.7,62.15,63.95,70.2,70.65,74.95,77.6,78.05,78.05,78.05,78.05,78.05,78.05,78.05,78.05,80.15,80.15,80.15,85.6,95.75,104.55,114.7,124.9,128.15,133.05,133.05,137.15,150.95,161.95,168.25,181.2,185.25,187.05,191.95,197.1,198.1,206.3,206.75,212.75,220.1,222.8,224.9,229.5,231.65,231.65,234.6,240.9,241.1,245.95,253.05,260.95,263.6,265.75,269.5,276.9,285.95,296.65,311.55,324.25,326.4,331.85,340.65,351.65,365.7,377.25,388.5,401.45,409.4,409.55,409.75,416.3,423.15,431.65,437.05,443.3,453.45,458.6,462.65,469.45,477.4,483.65,491.35,497.05,505.55,516,527.25,537.4,548.4,559.95,572.05,588.3,599.6,615.6,626.05,636.8,650.3,660.75,669.55,680.55,689.6,700.35,715.25,724.3,734.5,748.3,757.9,798,927,44.1649670602848,2757.52185549045,95,93.6,5.81377674149945,90.7,7.63107681348663,1782.2,816.9,1702,919.7,58,668.6,1350.95,437.45,1185.3,2521,1711,2443,19.5846153846154,9.07666666666667,18.5,10.1065934065934,0.644444444444444,7.26739130434783,14.8456043956044,4.86055555555556,12.8836956521739,27.7032967032967,19.0111111111111,26.554347826087,85
1998,0,4.1,10.35,17.45,24,33.35,44.35,57.6,65.55,68.5,71.45,71.9,74.6,74.6,74.6,75.35,76.9,76.9,76.9,76.9,76.9,76.9,79.3,80.9,81.05,81.05,81.05,81.05,84.55,86.4,86.85,86.85,86.85,88.7,88.9,89.05,89.25,89.45,91.3,91.3,92.85,95.25,100.95,101.95,101.95,101.95,101.95,107.1,113.65,119.4,122.35,127,131.6,133.15,133.9,139.35,145.1,150.55,159.05,165.05,169.35,170.6,171.9,173.2,174.5,179.4,183.45,194.45,194.9,194.9,194.9,194.9,198.95,199.15,199.15,199.15,199.9,206.45,209.4,209.4,209.6,210.6,211.3,212.55,223,238.45,254.75,272.4,290.35,308.85,325.45,340.35,349.15,354.55,359.95,367.05,373.65,386.85,393.95,400.55,407.15,414.85,424.15,436.25,450.05,466.05,481.45,490.75,497.85,506.65,517.05,526.95,536.3,549.25,564.1,577.3,585,592.7,603.7,617.5,629.6,641.7,655.5,669.8,682.5,696.8,711.1,725.4,738.6,750.7,759.5,767.7,779.8,793.6,810.7,829.5,523,661.5,36.0590477218988,5992.46119429052,85,90.6,4.82700735445887,90.2,7.77174369109018,1973.5,934.7,1735.9,1047.9,224.5,847.1,1524.4,582.4,1298.85,849,3151,3407,21.6868131868132,10.3855555555556,18.8684782608696,11.5153846153846,2.49444444444444,9.20760869565217,16.7516483516484,6.47111111111111,14.1179347826087,9.32967032967033,35.0111111111111,37.0326086956522,86
1999,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,3.1,8,8,8,8.4,11.6,16.5,20.3,23,24,27.8,38.8,44.8,46.9,49,51.7,58.8,63.1,63.5,63.5,63.5,66.7,72.1,77,80.2,84,85.6,86,89.2,95.2,101.8,111.1,111.1,111.1,111.1,116,120.9,123.6,123.6,123.6,123.6,123.6,123.6,123.6,123.6,124,125,128.2,130.9,135.8,144,144,144.4,149.8,149.8,149.8,149.8,149.8,149.8,149.8,150.2,150.2,151.2,155,165.4,176.4,180.7,183.4,186.6,190.4,192.5,199.6,203.9,206,209.2,216.3,226.2,235.5,244.8,255.2,268.4,280,294.9,302.6,310.8,324,339.4,350.4,358.6,364.6,371.2,378.9,389.3,396.4,407.4,415.6,423.3,429.9,437.6,442.5,457.4,469.5,476.6,484.3,496.4,508,518.4,528.3,537.6,547.5,558.5,567.8,582.7,597,610.8,626.8,643.9,661,675.9,691.3,709.5,724.4,736.5,749.7,761.8,542,628,36.6546749314623,6078.13188233636,86,90.6,4.82700735445887,90.9,7.86624292644066,1841.7,814.2,1731.8,993.8,16.9,730.5,1434.6,428.8,1242.5,3618,2659,1841,20.2384615384615,9.04666666666667,18.8239130434783,10.9208791208791,0.187777777777778,7.94021739130435,15.7648351648352,4.76444444444444,13.5054347826087,39.7582417582418,29.5444444444444,20.0108695652174,95
2000,3.2,12.5,24.1,35.7,37.3,37.3,39.4,39.4,41.5,46.4,51.8,55,58.8,58.8,58.8,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.5,63.5,63.5,66.7,73.3,73.3,73.3,79.3,79.7,85.7,85.7,85.7,90,91.6,93.2,95.9,101.3,110.6,123.3,129.3,138.1,145.2,151.2,158.3,164.3,167.5,171.8,180,186.6,194.8,210.8,225.7,239.5,247.7,252,253.6,258.5,268.9,281,285.3,285.3,285.7,288.9,290.5,293.7,301.4,311.3,323.4,334.4,343.7,351.9,359.6,367.3,373.3,381.5,394.2,409.6,419.5,424.4,438.7,452.5,462.9,465.6,473.3,483.2,489.2,493.5,500.1,510,526,535.9,540.2,550.1,561.1,573.2,580.3,588,597.9,604.5,609.9,617,626.3,637.9,650.6,663.3,677.6,690.3,704.6,724.5,745.5,767.6,790.3,812.4,831.7,847.7,868.7,890.3,906.9,919.6,562,496,34.0020045118019,2852.39121884086,95,87.6,7.60263112349929,91.2,7.17712415324628,1764.6,614.8,1827.5,879.8,-154.4,870.4,1335.2,242.3,1363.5,1658,1968,3100,19.3912087912088,6.75604395604396,19.8641304347826,9.66813186813187,-1.6967032967033,9.46086956521739,14.6725274725275,2.66263736263736,14.820652173913,18.2197802197802,21.6263736263736,33.695652173913,77
2001,0,0,0,0,0,0,0,0,0,0,1.6,1.6,1.6,1.6,2,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,5.2,5.2,5.2,8.15,13.05,15.15,15.55,15.55,15.55,15.55,17.15,19.25,22.45,30.15,35.55,35.55,35.55,38.25,42.55,47.95,49.55,49.55,49.55,49.55,56.15,58.25,58.25,58.25,58.25,62.05,66.95,71.25,72.25,72.25,76.55,81.95,83.55,83.55,83.55,85.65,86.05,86.45,86.85,92.25,95.45,102.55,109.65,113.45,117.75,122.65,125.35,128.05,130.75,134.55,139.45,145.45,152.55,153.55,153.55,153.55,153.55,154.55,160.55,164.35,168.65,174.05,179.45,187.15,194.25,205.85,215.75,226.15,243.85,255.95,263.65,277.95,294.55,307.75,319.85,325.25,329.05,331.75,336.65,346.55,360.35,379.15,397.35,415.05,422.15,430.35,442.45,454.05,463.35,474.95,490.95,509.15,529.05,548.95,568.85,579.85,589.75,601.35,616.75,634.45,654.35,672.05,685.25,696.85,709.55,722.25,462,496.5,33.2187394582647,7973.02541999433,77,87.8,7.85493475466219,92,7.22649446289293,1979.9,829.9,1690,965.8,30.4,734,1481.4,440.65,1222.9,677,1422,2355,21.7571428571429,9.22111111111111,18.3695652173913,10.6131868131868,0.337777777777778,7.97826086956522,16.2791208791209,4.89611111111111,13.2923913043478,7.43956043956044,15.8,25.5978260869565,96
2002,0,0,0,0,0,0,0,0,0,2.7,5.9,6.9,9,10.6,13.8,13.8,17,17.4,17.4,17.4,17.8,20.5,24.3,32,34.7,36.8,42.2,49.3,59.2,73.5,78.9,90.5,90.5,90.5,90.5,90.5,90.5,90.5,94.3,96.4,99.6,100,101.6,101.6,101.6,103.2,110.3,111.3,111.3,113.4,123.3,133.2,137,138,139.6,143.4,152.7,152.7,152.7,152.7,155.9,160.2,160.2,160.2,165.6,174.4,183.7,195.3,201.9,201.9,202.9,207.8,218.2,233.1,244.1,246.2,248.9,253.8,258.1,261.9,261.9,262.3,267.7,274.8,279.1,282.9,285.6,294.4,308.2,317,325.2,335.1,346.1,349.3,352.5,354.1,356.2,366.1,382.1,393.1,403,412.9,428.3,447.1,467,489.1,511.8,533.9,553.2,571.4,580.2,590.6,596.6,604.3,614.2,623.5,632.3,646.6,657,667.4,680.6,697.2,708.8,717,728.6,741.3,757.3,774.4,787.6,804.2,817.4,835.6,853.3,864.3,875.3,890.7,724,786.5,40.601490090944,2859.02830422802,96,89.2,7.85493475466219,91.4,6.91536132260797,1785.6,835.9,1820.5,1001.8,6.7,793.6,1367.5,431.9,1320.95,2910,1585,2292,19.621978021978,9.28777777777778,19.7880434782609,11.0087912087912,0.0744444444444445,8.62608695652174,15.0274725274725,4.79888888888889,14.358152173913,31.978021978022,17.6111111111111,24.9130434782609,92
2003,4.9,5.9,5.9,5.9,5.9,5.9,5.9,9.1,15.1,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,16.7,19.4,19.8,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,23.6,24,24,24,24,24.4,24.4,24.4,24.4,24.4,24.4,27.1,27.1,27.1,34.8,35.2,35.2,37.3,41.1,41.1,41.1,44.9,53.7,53.7,57.5,66.3,76.7,88.3,91.5,94.7,100.7,109.5,118.8,128.1,139.1,151.8,159.5,166.1,179.3,182,182,186.9,200.1,215.5,221.5,228.6,233.5,235.6,235.6,237.2,241.5,244.2,255.2,264,273.3,288.7,306.4,315.7,317.8,326,335.3,346.3,356.7,364.9,373.7,384.7,396.3,408.4,421.1,434.9,448.7,465.3,483.5,495.1,506.1,513.2,523.6,539,556.1,569.3,584.7,603.5,617.8,629.4,641.5,655.3,665.7,688,570,36.7816302090086,5435.46194081839,92,90.4,7.70064932327138,90.5,6.05988632089928,1842.5,461.9,1601.8,1018.7,-195.6,710.1,1444.2,146.7,1145.4,3815,3484,3511,20.2472527472527,5.13222222222222,17.4108695652174,11.1945054945055,-2.17333333333333,7.71847826086957,15.8703296703297,1.63,12.45,41.9230769230769,38.7111111111111,38.1630434782609,92
2004,3.2,7,16.3,27.3,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.9,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,35.7,36.1,36.1,37.1,38.7,38.7,38.7,38.7,38.7,43,47.9,54.5,56.1,56.5,56.5,56.5,56.5,58.6,61.8,67.2,74.9,87.6,98,106.8,120,132.7,139.8,141.9,141.9,142.3,145,147.1,147.5,150.2,159.5,162.2,162.2,163.8,166.5,171.4,176.3,176.3,176.3,181.7,192.7,206.5,219.7,228.5,232.8,234.9,240.3,244.6,248.9,254.3,257,257.4,262.8,275.5,282.1,290.3,299.1,304.5,308.8,313.7,320.3,329.1,337.3,351.6,369.8,390.2,408.4,423.8,442.6,460.3,475.2,487.3,500.5,509.8,516.9,530.7,546.7,563.8,580.4,588.1,596.3,607.9,621.1,640.4,652.5,669.1,689,711.1,732.1,753.1,775.2,796.8,533,671.5,36.4751794142018,4960.93112042562,92,89.6,7.30068489937759,90.1,5.85851706682009,1811.6,609.9,1860,1045.8,-186.3,933,1441,224.3,1408.7,2599,1696,2267,19.9076923076923,6.7021978021978,20.2173913043478,11.4923076923077,-2.04725274725275,10.1413043478261,15.8351648351648,2.46483516483516,15.3119565217391,28.5604395604396,18.6373626373626,24.6413043478261,91
2005,8.2,10.3,18,28.4,31.6,33.2,36.4,40.2,40.2,44,47.2,52.1,62.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,68.9,69.9,73.1,75.2,79,85.6,92.2,93.2,93.2,95.3,96.9,99,105,112.1,112.5,112.5,112.5,112.5,116.8,119.5,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.1,121.5,123.6,132.9,134.5,134.5,134.5,136.1,137.1,139.8,140.2,140.6,142.2,143.2,146.4,151.8,157.8,162.1,165.9,168.6,171.3,174.5,178.3,182.1,188.1,198,206.2,212.2,221,228.7,233,241.2,250,265.4,281.4,291.8,301.1,311.5,322.5,327.9,336.1,344.3,350.9,358,367.9,382.2,398.8,417,430.8,438.5,449.5,453.8,460.9,471.3,484,495.6,504.9,517.6,528,536.2,542.2,551.5,560.3,568,578.4,592.7,607.6,621.4,638.5,654.5,665.5,682.1,697,710.2,582,556,36.1877973575713,4379.83654704255,91,94,3.39116499156263,90.8,6.49444206824403,1956.7,632.5,1586.8,1062.9,-106.5,665.8,1509.8,274.65,1137.5,2909,2105,3406,21.5021978021978,7.02777777777778,17.2478260869565,11.6802197802198,-1.18333333333333,7.23695652173913,16.5912087912088,3.05166666666667,12.3641304347826,31.967032967033,23.3888888888889,37.0217391304348,99
2006,2.35,2.35,3.9,4.35,8.65,8.65,8.65,8.65,16.3,19.8,23.05,28.75,33.9,38.25,38.25,38.25,42.05,46.65,47.1,52.85,60.2,60.2,60.35,61.65,61.65,61.65,61.65,65.15,71.45,78.55,81.75,83.3,87.35,95.05,102.15,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,102.85,106.35,113.75,119.5,119.5,119.5,119.5,119.5,119.5,123.25,123.25,125.35,125.35,125.35,125.35,126.35,128.2,128.2,128.2,130.05,131.05,131.75,133.3,142.1,157.55,168.85,181.8,198.05,209.05,212.8,217.7,221.75,221.75,222.5,223.25,223.25,223.4,224.7,228.2,231.7,234.4,239.25,246.9,256.2,265.3,278.55,292.9,304.75,317.4,324.5,329.1,338.15,352.8,360.45,363.95,370.8,382.05,394.75,411,426.4,444.6,458.65,466.85,477.55,491.05,506.5,518.6,530.15,542,555.8,569.55,576.4,587.1,597.55,606.6,616.2,626.35,639.55,655.85,672.4,690.35,706.65,717.4,725.65,738.35,752.15,764.8,776.65,789.05,800.6,814.1,825.9,613,787.5,36.8325873342999,5425.59378863912,99,92.6,3.78153408023781,90.2,6.33859430613585,1743.8,916.5,1804.3,942.8,89.3,796.2,1343.3,502.9,1300.25,4203,1846,1364,19.1626373626374,10.1833333333333,19.6119565217391,10.3604395604396,0.992222222222222,8.65434782608696,14.7615384615385,5.58777777777778,14.133152173913,46.1868131868132,20.5111111111111,14.8260869565217,89
2007,5.2,7.35,10,17.15,27.3,41.35,48.75,52.5,52.65,52.65,52.65,55.3,63.25,74.25,85.8,90.4,90.4,90.4,90.55,90.55,90.55,90.55,90.55,90.55,90.55,90.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,91.55,93.1,96.85,101.45,101.45,101.45,101.45,101.45,103.3,104.3,108.05,116,120.65,120.65,120.65,120.65,120.65,120.65,120.65,126.65,132.65,136.15,145.5,160.1,170,170,170,170,171.55,179.2,180.2,191.2,205.85,213.5,221.15,229.35,245.05,258.25,265.9,273,280.7,288.95,304.15,317.35,323.9,325.45,326.45,326.45,326.45,326.6,329,332.2,339.85,346.15,350.45,353.95,356.9,363.15,368.05,374.85,384.5,396.3,410.05,426.3,444.5,459.65,468.75,480.05,493.55,506.75,523.3,539.6,557.25,568.8,581.2,593.05,602.1,611.15,622.45,639.3,658.05,678.2,695.85,708.8,720.9,738.55,757.05,724,929,40.2438708490558,4057.34359730239,89,92.4,3.84707681233427,90.8,6.06996247471469,2030.4,642.7,1744.6,1133.2,-42.3,750.4,1581.8,300.2,1247.5,2187,2024,2314,22.3120879120879,7.14111111111111,18.9630434782609,12.4527472527473,-0.47,8.15652173913043,17.3824175824176,3.33555555555556,13.5597826086957,24.032967032967,22.4888888888889,25.1521739130435,91
2008,3.2,3.2,3.2,3.2,3.2,7.25,17.45,29.3,39.45,43.2,49.75,54.65,56.45,57.45,57.45,57.45,57.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.9,61.3,65.05,65.05,66.05,67.35,70.3,74.9,82.55,96.6,103.7,106.65,112.1,112.1,112.1,112.1,112.1,112.1,115.85,116,118.15,128.85,129.3,129.3,129.3,129.3,129.3,129.3,132.25,136.55,136.55,136.55,136.55,139.5,141.05,149.25,162.75,169.6,173.95,176.9,182.6,182.6,184.2,187.95,193.65,199.1,208.75,218.05,222.1,224.5,230.5,242.35,250.3,255.45,258.95,260.8,263.75,266.4,277.7,285.6,297.15,300.4,301.95,306.3,319.8,326.65,330.15,337.85,348.3,353.5,357.55,363.55,373.7,387.45,404.3,418.65,425.2,430.9,438,447.6,460,476.25,492.8,506,517.8,531.55,546.45,562.7,578.95,596.9,606.25,616.95,626.6,634.25,645.55,661.55,679.5,694.4,707.35,722.8,739.35,755.9,767.75,779,788.6,794.6,806.7,819.95,836.8,673,665,37.013572156233,3965.12719329212,91,91.2,4.81663783151692,90.8,6.06996247471469,1800.6,826,1773.6,1010.5,23.7,834.9,1405.55,424.85,1304.25,2535,2165,4672,19.7868131868132,9.07692307692308,19.2782608695652,11.1043956043956,0.26043956043956,9.075,15.4456043956044,4.66868131868132,14.1766304347826,27.8571428571429,23.7912087912088,50.7826086956522,86
2009,0,0,0,0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,5.1,8.05,8.05,8.05,8.05,8.05,10.15,18.05,19.05,24.2,34.9,43.15,45.55,45.7,45.7,45.7,45.7,46.4,46.4,46.4,46.4,46.4,46.4,46.4,46.4,50.2,58.45,61.15,61.15,61.15,61.15,61.15,61.15,68.55,78.2,92.25,101.6,104.25,114.45,116.55,116.55,117.25,118.55,121.75,126.1,132.4,139.5,140.2,140.65,145.55,147.95,147.95,149.8,153,160.7,166.7,179.35,185.9,191.6,199.25,208.6,222.65,232.25,241.9,249.55,251.9,255.65,262.75,274.85,282.55,286.85,290.9,295.5,299.3,306.65,316.55,329.5,342.45,350.95,361.65,369.05,377.55,388.55,406.25,426.7,446.85,466.2,478.6,487.95,503.95,518.05,528.5,537,546.35,557.9,572.8,587.4,606.75,621.65,631.55,642,653.8,669.2,686.85,705.65,519,662.5,37.3085584789963,4605.82744148717,86,91.2,4.81663783151692,90.4,5.89161362540952,1810.6,591.5,1671.5,1048,-160,768,1429.3,215.75,1219.75,3419,2495,3617,19.8967032967033,6.57222222222222,18.1684782608696,11.5164835164835,-1.77777777777778,8.34782608695652,15.7065934065934,2.39722222222222,13.258152173913,37.5714285714286,27.7222222222222,39.3152173913044,91
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,3.1,4.1,8.15,12.25,12.45,12.45,12.9,12.9,16.95,26.85,27.85,27.85,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,28.3,29,29,29.45,29.6,30.6,32.15,32.15,32.15,32.15,33.4,35.8,35.95,36.15,37.45,40.1,42.5,47.65,53.4,60.25,68.45,77.5,84.35,91.2,97.45,102.35,110.85,119.35,128.7,139.45,151,163.9,174.35,180.05,190.5,202.3,206.6,207.6,213.6,221.85,228.4,239.95,251.5,265.85,277.95,292.55,309.1,329.55,350.25,367.05,374.45,382.95,395.05,408.55,416.2,424.7,435.45,453.1,463.3,469.3,478.65,489.1,497.9,510.55,523.8,534.5,548.85,559.3,568.35,575.2,585.65,600.5,620.1,642.25,662.95,682.55,700.2,720.1,736.1,751.55,760.85,769.35,776.2,791.65,801.8,821.15,839.1,855.65,622,639,39.9551811887602,3564.55836186418,91,89.4,2.07364413533277,91.7,3.59165699921359,2001.3,458.7,1938.6,1079.5,-187.9,969.7,1540.4,135.4,1454.15,2961,1543,1892,21.9923076923077,5.09666666666667,21.0717391304348,11.8626373626374,-2.08777777777778,10.5402173913043,16.9274725274725,1.50444444444444,15.8059782608696,32.5384615384615,17.1444444444444,20.5652173913043,90
